timestamp;cpu;ram
2023-02-27T09:51:09Z;11.7;53.2
2023-02-27T09:51:26Z;11.3;53.2
2023-02-27T09:51:43Z;9.4;53.3
2023-02-27T09:51:59Z;10.2;54.5
2023-02-27T09:52:15Z;10.2;54.2
2023-02-27T09:52:32Z;15.7;54.1
